,.,the,",",to,of,in,and,said,a,s,for,oil,-,mln,',/,u,on,that,from,at,it,"""",is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,2,prices,has,not,last,(,this,were,","""
grain article563.txt,0,27,0,24,17,24,5,17,8,16,3,0,0,15,0,0,8,2,4,4,2,1,0,4,2,0,3,1,3,0,1,5,0,8,3,3,10,1,5,2,6,2,0,3,4,5,0,5,0,0
grain article205.txt,0,1,0,0,1,0,0,2,0,2,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article211.txt,0,9,0,0,9,2,1,4,1,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
grain article577.txt,0,30,0,20,10,22,11,1,6,3,8,0,0,0,0,0,3,3,2,3,1,1,0,0,6,0,0,1,8,0,3,2,11,1,0,2,0,1,2,2,1,0,10,1,1,0,0,3,0,0
grain article207.txt,0,56,0,28,26,22,18,12,11,3,12,1,0,2,0,0,0,3,6,1,4,9,0,6,4,0,0,0,5,0,2,1,0,3,1,3,4,5,3,2,3,0,7,7,1,3,0,4,0,0
grain article561.txt,0,6,0,2,2,0,2,2,0,3,0,0,0,1,0,0,3,0,0,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
grain article575.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article213.txt,0,2,0,1,0,0,2,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
grain article549.txt,0,8,0,5,6,5,6,4,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,2,1,0,1,7,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0
grain article005.txt,0,33,0,33,16,26,19,2,3,3,8,0,0,34,0,0,0,11,0,1,4,1,0,6,2,6,7,0,2,0,8,14,1,3,0,1,0,0,4,0,1,14,0,3,3,9,0,5,2,0
grain article011.txt,0,8,0,2,6,3,3,3,2,7,2,0,0,5,0,0,5,0,1,3,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0
grain article039.txt,0,3,0,0,1,5,1,1,0,1,0,0,0,22,0,0,1,0,0,0,11,2,0,2,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
grain article171.txt,0,35,0,12,15,10,10,11,3,4,7,0,0,12,0,0,0,2,0,2,3,3,0,1,4,2,2,0,3,1,4,0,2,0,0,2,1,2,2,5,1,1,1,2,2,1,0,0,3,0
grain article165.txt,0,2,0,1,4,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0
grain article159.txt,0,9,0,5,3,1,1,3,0,1,2,0,0,0,0,0,1,3,0,1,0,0,0,1,0,2,1,1,1,2,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
grain article398.txt,0,25,0,16,6,3,2,9,5,4,5,0,0,0,0,0,2,2,4,0,1,3,0,1,4,0,0,0,3,0,1,2,1,0,6,2,5,0,1,4,3,0,2,1,2,1,0,3,0,0
grain article373.txt,0,35,0,13,10,1,9,5,7,1,2,0,0,0,0,0,1,3,0,0,6,0,0,3,1,0,0,0,1,0,1,0,0,4,0,1,1,2,1,0,1,0,0,0,0,0,0,3,0,0
grain article415.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article401.txt,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article367.txt,0,17,0,21,7,3,5,8,12,2,6,0,0,0,0,0,1,0,3,0,0,2,0,7,2,0,0,0,4,0,0,1,11,2,1,1,0,1,0,4,4,0,0,2,3,0,0,0,0,0
grain article429.txt,0,3,0,3,2,2,0,0,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article428.txt,0,5,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
grain article400.txt,0,8,0,2,4,0,2,3,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
grain article366.txt,0,7,0,5,1,0,1,5,3,3,0,0,0,0,0,0,2,3,0,1,2,1,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,0,0,4,0,0,0,0,2,0,0,0,2,0
grain article372.txt,0,3,0,1,7,2,5,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
grain article414.txt,0,11,0,0,2,4,1,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
grain article399.txt,0,8,0,3,5,1,3,2,7,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
grain article158.txt,0,11,0,6,5,8,8,4,2,2,5,2,0,0,0,0,0,2,2,2,1,1,0,2,0,0,0,3,0,0,0,2,1,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0
grain article164.txt,0,18,0,9,8,5,4,8,6,4,2,0,0,0,0,0,1,1,2,3,0,1,0,3,1,0,0,0,0,0,0,1,5,0,3,0,0,1,6,0,1,0,0,1,0,0,0,0,0,0
grain article170.txt,0,9,0,8,7,7,4,4,1,3,4,0,0,2,0,0,2,0,1,7,1,0,0,3,1,4,0,0,0,6,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0
grain article038.txt,0,1,0,0,1,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0
grain article010.txt,0,3,0,2,1,0,2,2,0,3,0,0,0,1,0,0,3,0,0,1,1,2,0,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
grain article004.txt,0,15,0,7,7,4,1,2,6,2,1,0,0,0,0,0,0,1,1,1,1,1,0,2,3,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,2,0,0,0,0
grain article548.txt,0,14,0,12,4,3,0,7,2,5,1,0,0,1,0,0,3,1,4,0,1,7,0,2,1,1,0,0,1,0,5,0,8,1,2,2,1,0,2,3,4,0,1,0,1,1,0,0,0,0
grain article574.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article212.txt,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article206.txt,0,23,0,12,11,6,13,14,7,6,7,0,0,4,0,0,4,3,7,3,1,1,0,1,1,0,3,0,2,0,3,2,1,1,1,2,5,0,0,2,0,1,3,0,0,4,0,2,1,0
grain article560.txt,0,11,0,4,6,1,2,2,0,3,3,0,0,0,0,0,3,0,0,0,0,1,0,1,0,5,2,0,0,2,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
crude article545.txt,0,24,0,5,6,7,5,4,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,1,1,0,0,0,1,3,0,0,0,0,0
crude article223.txt,0,29,0,15,13,19,18,15,21,11,5,8,0,10,0,0,3,4,2,7,0,8,0,2,1,0,0,11,1,0,5,1,0,1,0,3,4,7,4,5,3,1,2,5,3,1,0,2,0,0
crude article237.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article551.txt,0,3,0,6,2,1,4,5,5,0,1,4,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0
crude article009.txt,0,7,0,5,0,5,1,5,3,2,0,2,0,18,0,0,2,0,0,10,1,1,0,0,1,0,6,0,0,0,4,10,0,0,0,0,7,1,1,0,0,4,0,0,0,1,0,1,0,0
crude article021.txt,0,16,0,8,10,7,3,7,4,2,1,8,0,1,0,0,0,1,2,3,1,9,0,1,2,0,1,2,0,0,1,0,0,1,0,2,0,2,1,2,1,0,2,2,1,2,0,1,4,0
crude article035.txt,0,16,0,5,0,2,4,2,6,5,1,3,0,0,0,0,0,2,3,0,0,2,0,2,3,0,0,0,2,0,1,0,0,2,0,2,0,1,3,2,1,0,0,0,1,0,0,1,0,0
crude article196.txt,0,6,0,3,2,7,1,2,1,1,0,4,0,2,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0
crude article182.txt,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article169.txt,0,12,0,5,4,2,1,3,3,1,1,1,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0
crude article155.txt,0,4,0,3,1,0,1,2,2,2,2,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
crude article141.txt,0,5,0,3,2,0,2,3,3,0,2,3,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,3,0,0,2,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0
crude article394.txt,0,4,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crude article380.txt,0,18,0,6,13,9,6,6,8,6,6,4,0,1,0,0,0,2,2,2,1,1,0,1,2,0,0,1,1,2,2,0,0,3,1,4,0,6,1,1,2,0,0,3,0,0,0,0,0,0
crude article419.txt,0,28,0,8,14,15,7,5,14,6,1,5,0,0,0,0,0,5,3,2,2,2,0,2,3,0,0,1,1,2,3,1,0,0,0,3,0,2,4,2,1,0,0,1,0,1,0,1,4,0
crude article431.txt,0,15,0,7,8,12,11,6,5,7,4,8,0,4,0,0,1,1,0,2,1,2,0,1,0,2,0,3,1,3,0,1,0,3,0,5,4,1,0,2,1,1,0,5,0,2,0,1,0,0
crude article357.txt,0,13,0,16,7,6,7,8,3,6,8,8,0,3,0,0,0,3,5,0,4,1,0,1,1,0,0,1,2,1,2,1,0,2,0,1,0,4,1,2,2,0,0,2,0,4,0,1,0,0
crude article343.txt,0,6,0,7,0,3,3,7,3,2,2,6,0,0,0,0,2,6,3,2,1,0,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0
crude article425.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article342.txt,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article424.txt,0,16,0,0,3,15,8,7,14,1,2,3,0,0,0,0,1,0,0,4,4,0,0,0,2,0,5,0,0,0,0,33,0,0,0,0,4,0,1,0,0,4,12,1,0,5,0,0,11,0
crude article430.txt,0,10,0,5,3,2,1,2,4,1,0,5,0,2,0,0,0,2,0,3,0,2,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0
crude article356.txt,0,6,0,4,7,4,5,5,7,5,1,7,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,6,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0
crude article418.txt,0,21,0,8,5,12,13,7,4,9,1,2,0,1,0,0,2,1,6,3,0,2,0,1,1,0,1,5,3,0,0,1,0,6,0,1,2,5,2,1,0,0,0,3,0,0,0,4,1,0
crude article381.txt,0,3,0,4,4,0,8,3,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0
crude article395.txt,0,4,0,7,2,2,2,1,2,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,5,0,0,1,0,4,0,0,3,0,0,0,0,0,1,0,1,1,0
crude article140.txt,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article154.txt,0,5,0,1,1,0,1,2,2,2,2,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
crude article168.txt,0,8,0,1,1,5,6,5,3,8,2,3,0,0,0,0,6,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2,0,0,2,1,0,0,4,2,0
crude article197.txt,0,19,0,14,16,13,9,12,11,6,6,8,0,0,0,0,2,1,4,3,2,2,0,4,4,0,5,6,2,0,1,4,0,3,6,1,2,0,7,2,0,0,7,0,4,0,0,2,0,0
crude article020.txt,0,3,0,3,2,1,5,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article008.txt,0,7,0,5,2,6,3,4,0,0,0,2,0,8,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
crude article236.txt,0,5,0,0,2,1,0,4,3,1,3,4,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0
crude article550.txt,0,18,0,13,2,13,12,9,2,5,3,6,0,9,0,0,0,6,2,3,0,4,0,4,3,0,1,12,2,0,0,2,0,3,1,0,1,2,3,0,0,1,3,1,0,0,0,0,0,0
crude article544.txt,0,2,0,2,3,2,3,4,7,4,2,3,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,1,0,0,1,4,0,0,2,0,1,0,2,1,2,0,0,0,0,1,0,0,0,0
crude article222.txt,0,21,0,10,8,10,5,9,3,7,4,11,0,3,0,0,7,2,1,1,2,2,0,2,1,0,1,0,4,0,0,2,0,7,4,1,1,4,2,0,2,0,4,3,0,1,0,1,1,0
crude article208.txt,0,25,0,7,5,11,2,6,6,3,3,3,0,0,0,0,0,5,4,1,1,6,0,1,2,0,1,0,0,0,5,0,0,1,4,2,0,2,2,4,3,0,0,1,2,2,0,1,0,0
crude article552.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
crude article234.txt,0,11,0,13,13,7,5,6,9,7,1,8,0,0,0,0,0,6,3,2,1,3,0,2,2,0,3,0,3,0,0,1,0,2,1,3,0,3,0,0,0,0,0,1,2,0,0,1,1,0
crude article220.txt,0,3,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crude article546.txt,0,19,0,11,4,6,5,8,3,4,9,3,0,10,0,0,3,1,1,0,1,1,0,2,3,0,0,0,7,1,0,0,0,1,0,0,1,0,7,2,0,1,2,0,0,2,0,1,2,0
crude article036.txt,0,4,0,5,9,3,1,3,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,2,0,3,1,9,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0
crude article022.txt,0,25,0,13,9,9,11,17,7,14,7,12,0,0,0,0,3,1,7,1,3,8,0,0,2,0,0,0,1,0,1,0,0,3,6,6,0,3,3,4,5,0,0,2,2,5,0,0,5,0
crude article181.txt,0,1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article195.txt,0,21,0,8,13,2,8,5,8,3,4,6,0,0,0,0,1,2,0,1,2,0,0,2,1,0,0,3,3,0,0,0,0,4,2,1,1,1,2,0,3,0,0,1,0,0,0,1,0,0
crude article142.txt,0,5,0,2,1,0,2,2,3,1,2,3,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0
crude article156.txt,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article383.txt,0,10,0,4,7,4,2,7,3,5,2,6,0,2,0,0,2,2,3,0,0,7,0,1,1,0,0,3,1,1,1,2,0,2,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0
crude article397.txt,0,2,0,0,7,2,4,5,0,0,1,3,0,8,0,0,0,0,1,3,1,1,0,1,0,0,0,4,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1,1,0
crude article368.txt,0,10,0,3,0,5,1,6,4,3,2,3,0,14,0,0,2,0,0,8,1,1,0,0,1,0,5,0,0,0,3,8,0,1,0,0,7,1,1,0,0,4,0,0,1,1,0,0,1,0
crude article426.txt,0,16,0,9,8,5,9,4,9,6,2,3,0,3,0,0,1,1,0,2,0,1,0,1,2,0,0,2,4,5,0,0,0,7,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
crude article340.txt,0,20,0,8,6,8,3,7,3,2,2,5,0,5,0,0,0,0,1,2,2,2,0,3,4,0,0,5,0,2,1,0,0,1,1,0,0,0,2,2,2,0,0,0,2,0,0,1,2,0
crude article354.txt,0,29,0,13,16,17,14,12,10,7,5,10,0,0,0,0,4,3,0,1,6,2,0,14,2,0,3,2,2,0,1,0,0,3,0,3,1,3,2,0,0,0,1,1,2,1,0,0,0,0
crude article432.txt,0,15,0,6,7,3,3,2,6,1,3,2,0,0,0,0,0,3,0,1,2,1,0,1,7,0,0,0,0,4,0,4,0,0,0,0,1,1,4,1,1,0,1,1,0,1,0,3,3,0
crude article355.txt,0,38,0,29,20,15,10,13,8,6,4,6,0,2,0,0,0,3,10,3,2,1,0,6,1,0,1,4,3,3,6,0,0,1,7,2,2,4,4,3,3,0,10,1,4,4,0,3,0,0
crude article433.txt,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article427.txt,0,8,0,11,8,3,3,4,3,0,2,4,0,4,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,3,4,0,0,2,1,2,0,6,0,4,2,0,0,0,0,1,0,1,0,0
crude article341.txt,0,3,0,2,2,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crude article369.txt,0,25,0,14,21,13,13,5,4,5,1,6,0,11,0,0,3,2,1,15,4,3,0,1,0,0,5,6,1,0,2,5,0,0,0,0,2,3,0,0,0,0,0,0,1,3,0,0,1,0
crude article396.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
crude article382.txt,0,30,0,17,10,7,9,8,7,8,1,10,0,0,0,0,0,5,8,1,2,4,0,2,0,0,1,0,2,0,4,1,0,1,1,1,0,1,1,1,2,0,0,0,2,0,0,1,0,0
crude article157.txt,0,7,0,1,3,1,4,3,2,4,3,1,0,0,0,0,3,1,4,0,0,2,0,1,1,0,0,0,3,0,2,0,0,4,4,2,0,1,0,1,1,0,0,0,2,0,0,0,1,0
crude article143.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
crude article194.txt,0,11,0,13,5,13,7,4,4,3,1,6,0,5,0,0,0,0,0,14,3,2,0,0,0,0,6,11,0,0,0,0,0,0,0,0,8,3,1,0,0,5,1,0,0,6,0,0,0,0
crude article180.txt,0,12,0,4,4,6,5,5,6,6,1,3,0,0,0,0,4,6,1,1,3,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0
crude article023.txt,0,15,0,9,11,7,4,5,4,2,1,8,0,1,0,0,0,1,2,3,1,9,0,1,2,0,1,2,0,0,1,0,0,1,0,2,0,2,1,2,1,0,2,2,1,2,0,1,4,0
crude article037.txt,0,5,0,4,2,4,4,2,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,2,0
crude article221.txt,0,15,0,8,16,6,5,5,11,4,2,12,0,1,0,0,2,1,3,0,2,0,0,2,4,0,0,2,2,0,1,2,0,2,2,1,2,2,0,2,2,0,4,1,0,2,0,2,0,0
crude article547.txt,0,6,0,5,4,2,1,2,2,0,0,2,0,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,3,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
crude article553.txt,0,15,0,5,7,2,4,5,4,2,3,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,2,0,0,0,4,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0
crude article235.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
crude article209.txt,0,17,0,8,6,9,2,5,5,1,0,5,0,0,0,0,0,0,2,7,0,3,0,0,2,0,0,4,1,0,0,1,0,1,0,0,4,0,0,3,0,1,2,1,1,3,0,3,1,0
crude article231.txt,0,13,0,8,2,3,6,11,4,3,9,2,0,11,0,0,1,0,0,1,0,0,0,3,2,0,2,0,2,1,0,2,0,1,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0
crude article557.txt,0,20,0,5,11,11,2,6,2,1,1,6,0,1,0,0,0,2,0,0,4,0,0,2,2,0,0,0,2,4,1,0,0,0,3,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0
crude article543.txt,0,39,0,28,21,22,10,13,12,4,4,10,0,15,0,0,6,9,2,10,2,2,0,3,4,1,1,1,4,2,6,4,0,5,9,2,8,0,3,3,1,2,5,0,0,6,0,1,2,0
crude article225.txt,0,18,0,12,9,16,18,8,4,3,4,8,0,9,0,0,1,1,6,16,0,6,0,0,0,0,2,5,0,1,1,3,0,0,0,1,4,8,1,0,1,2,0,0,2,1,0,1,2,0
crude article219.txt,0,9,0,6,7,4,1,4,7,2,2,4,0,1,0,0,0,0,0,1,0,1,0,2,2,0,2,0,1,2,1,1,0,0,4,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0
crude article033.txt,0,19,0,8,6,5,7,7,5,3,6,2,0,2,0,0,0,3,6,1,1,0,0,4,4,0,2,0,1,3,3,0,0,1,1,5,0,3,3,2,1,0,1,1,1,0,0,1,1,0
crude article027.txt,0,17,0,10,7,7,3,9,3,12,7,5,0,0,0,0,3,7,6,0,0,5,0,8,0,0,0,2,5,0,1,0,0,3,4,10,0,4,4,2,4,0,0,0,2,0,0,0,2,0
crude article184.txt,0,5,0,1,1,1,2,6,7,10,0,3,0,0,0,0,9,8,4,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0
crude article190.txt,0,24,0,11,15,4,10,13,6,11,5,8,0,0,0,0,1,1,6,3,1,2,0,9,2,0,1,3,4,0,2,7,0,5,10,0,1,7,4,3,4,1,2,1,6,0,0,1,0,0
crude article147.txt,0,15,0,3,2,7,3,1,8,9,2,1,0,0,0,0,7,4,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0
crude article153.txt,0,6,0,4,2,3,0,2,3,2,1,1,0,0,0,0,1,6,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
crude article386.txt,0,11,0,10,3,6,4,8,9,3,8,2,0,0,0,0,0,1,3,1,9,1,0,11,1,0,0,0,2,6,0,1,0,3,0,0,0,3,2,1,0,1,0,1,2,0,0,1,1,0
crude article392.txt,0,9,0,2,4,4,5,1,3,2,2,2,0,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
crude article345.txt,0,12,0,9,2,9,1,3,1,2,0,9,0,0,0,0,2,0,2,1,0,0,0,2,0,0,0,6,0,1,1,0,0,2,7,0,0,0,0,0,1,1,3,0,3,0,0,0,1,0
crude article423.txt,0,7,0,0,1,9,1,3,5,2,1,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,1,0
crude article437.txt,0,9,0,13,5,1,8,7,11,1,4,3,0,0,0,0,0,4,3,0,3,4,0,1,3,0,0,5,8,0,2,3,0,1,2,0,0,4,4,10,2,0,1,1,0,1,0,0,0,0
crude article351.txt,0,7,0,5,2,1,3,2,2,2,0,5,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0
crude article379.txt,0,23,0,13,7,8,5,10,5,8,0,11,0,5,0,0,1,1,0,4,3,0,0,2,2,0,1,2,1,0,4,0,0,0,1,4,2,2,2,1,2,1,5,1,1,2,0,0,0,0
